県名,No,変電所名,電圧kV_一次,電圧kV_二次,台数,設備容量MW,運用容量値MW,運用容量制約要因,空容量_当該設備MW,空容量_上位系等考慮MW,N1電制_適用可否,N1電制_適用可能量MW,平常時出力制御の可能性,平常時出力制御_当該設備,平常時出力制御_上位系設備,備考
千葉県,30,小御門,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送46，送39，送千葉66kV14 ，送千葉66kV22,上位系（送千葉66kV22）による 制約
千葉県,31,北辺田,66,6.6以下,1,19,19,熱容量,9,0,不可,-,有り,-,送46，送39，送千葉66kV14 ，送千葉66kV22,上位系（送千葉66kV22）による 制約
千葉県,32,安食,66,6.6以下,3,38,39,熱容量,0,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,33,印旛西,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,34,船尾,66,6.6以下,3,57,59,熱容量,11,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,35,南山,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,36,鎌ヶ谷,154,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,37,松飛台,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,38,柏井,154,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,39,東松戸,66,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,40,矢切,66,6.6以下,2,33,34,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,41,小見川,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送46，送39，送千葉66kV14,上位系（送千葉66kV21）による 制約
千葉県,42,大栄,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送46，送39，送千葉66kV14 ，送千葉66kV22,上位系（送千葉66kV22）による 制約
千葉県,43,寺台,66,6.6以下,3,57,59,熱容量,8,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,44,西成田,66,6.6以下,3,52,54,熱容量,10,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,45,笹川,66,6.6以下,2,19,19,熱容量,3,0,不可,-,有り,-,送46，送39，送千葉66kV14,上位系（送千葉66kV21）による 制約
千葉県,46,橘,66,6.6以下,2,19,19,熱容量,0,0,不可,-,有り,-,送46，送39，送千葉66kV14,上位系（送千葉66kV21）による 制約
千葉県,47,溝原配電塔,66,6.6以下,1,9,9,熱容量,0,0,不可,-,有り,-,送46，送39，送千葉66kV14,上位系（送千葉66kV21）による 制約
千葉県,48,明神,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送46，送39,上位系（送39）による制約
千葉県,49,犬吠,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送46，送39,上位系（送39）による制約
千葉県,50,銚子,66,6.6以下,3,47,49,熱容量,5,0,不可,-,有り,-,送46，送39，送千葉66kV14,上位系（送千葉66kV21）による 制約
千葉県,51,網戸,66,6.6以下,3,42,44,熱容量,0,0,不可,-,有り,-,送46，送39,上位系（送千葉66kV20）による 制約
千葉県,52,干潟,66,6.6以下,3,42,44,熱容量,0,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,53,八日市場,66,6.6以下,3,42,44,熱容量,0,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,54,芝山,66,6.6以下,3,57,59,熱容量,5,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,55,成田,66,6.6以下,2,38,39,熱容量,0,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,56,富里,66,6.6以下,3,57,59,熱容量,6,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,57,公津東,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,58,佐倉,66,6.6以下,3,52,54,熱容量,7,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,59,うすい,66,6.6以下,1,19,19,熱容量,14,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,60,志津,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,61,麦丸,66,6.6以下,3,57,59,熱容量,16,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,62,北三咲,66,6.6以下,3,33,34,熱容量,9,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,63,吉橋,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉154kV9）による 制約
千葉県,64,坪井,154,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,65,二和東,154,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,66,塚田,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,67,葛飾,66,6.6以下,2,19,19,熱容量,9,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,68,下貝塚,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,69,菅野,66,6.6以下,3,42,44,熱容量,9,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,70,市川第二,66,6.6以下,3,47,49,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,71,野栄,66,6.6以下,2,38,39,熱容量,0,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,72,松尾,66,6.6以下,3,42,44,熱容量,0,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,73,八街,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉66kV46）による 制約
千葉県,74,岩富,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉66kV46）による 制約
千葉県,75,根郷,66,6.6以下,2,38,39,熱容量,18,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,76,四街道,66,6.6以下,2,38,39,熱容量,11,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉66kV46）による 制約
千葉県,77,上高野,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,78,八千代台,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,79,鷹の台,154,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,80,長沼,154,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,81,鹿渡,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,82,長作,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,83,習志野,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,84,本大久保,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,85,津田沼,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,86,船橋,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,87,本町,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,88,若松台,66,6.6以下,3,57,59,熱容量,18,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,89,園生,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,90,検見川,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,91,幕張本郷,66,6.6以下,1,19,19,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,92,鷺沼,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,93,茜浜,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,94,湊町,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,95,海神,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,96,原木,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,97,本中山,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,98,八幡,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,99,大洲,66,6.6以下,1,19,19,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,100,塩焼,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,101,行徳,66,6.6以下,3,76,79,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,102,浦安,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,103,北栄,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,104,美浜,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,105,舞浜,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47,上位系（送47）による制約
千葉県,106,作草部,66,6.6以下,3,42,44,熱容量,14,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,107,南園生,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,108,西千葉,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,109,幕張,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,110,海浜,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,111,黒砂,66,6.6以下,3,52,54,熱容量,14,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,112,出洲,66,6.6以下,3,47,49,熱容量,14,0,不可,-,有り,-,送47，送143,上位系（送143）による制約
千葉県,113,千葉,66,6.6以下,3,57,59,熱容量,18,0,不可,-,有り,-,送47，送36，送33,上位系（送33）による制約
千葉県,114,富士見町,66,6.6以下,3,42,44,熱容量,14,0,不可,-,有り,-,送47，送36，送33,上位系（送33）による制約
千葉県,115,吾妻町,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，送36，送33,上位系（送33）による制約
千葉県,116,登戸町,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉154kV9）による 制約
千葉県,117,神明町,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉154kV9）による 制約
千葉県,118,滝台,66,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉154kV9）による 制約
千葉県,119,坂月,66,6.6以下,3,52,54,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉154kV9）による 制約
千葉県,120,宮崎,66,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,送47，送36，送33,上位系（送千葉66kV72）による 制約
千葉県,121,鎌取,66,6.6以下,3,47,49,熱容量,4,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉154kV9）による 制約
千葉県,122,蘇我,66,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,送47，送36，送33,上位系（送千葉66kV73）による 制約
千葉県,123,市原,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，送36，送33，送千葉66 kV135,上位系（送千葉66kV135）によ る制約
千葉県,124,成東,66,6.6以下,2,38,39,熱容量,0,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,125,作田川,66,6.6以下,1,19,19,熱容量,7,0,不可,-,有り,-,送47，送36,上位系（送36）による制約
千葉県,126,東金,66,6.6以下,3,57,59,熱容量,8,0,不可,-,有り,-,送47，変12，変千葉154kV3 ，送千葉154kV11,上位系（変千葉66kV9）による 制約
千葉県,127,土気,66,6.6以下,2,19,19,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉154kV3,上位系（送千葉154kV9）による 制約
千葉県,128,九十九里,66,6.6以下,2,38,39,熱容量,8,0,不可,-,有り,-,送47，変12，変千葉154kV3 ，送千葉154kV11,上位系（変千葉66kV9）による 制約
千葉県,129,大網,66,6.6以下,2,38,39,熱容量,4,0,不可,-,有り,-,送47，変12，変千葉154kV3 ，送千葉154kV11,上位系（変千葉66kV9）による 制約
千葉県,130,大木戸,66,6.6以下,2,38,39,熱容量,8,0,不可,-,有り,-,送47，変12，変千葉154kV3 ，送千葉154kV11,上位系（送千葉66kV81）による 制約
千葉県,131,潤井戸,154,6.6以下,3,57,59,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉154kV3 ，送千葉154kV10,上位系（送千葉154kV10）によ る制約
千葉県,132,五井,66,6.6以下,2,28,29,熱容量,14,0,不可,-,有り,-,送47，変12，変千葉66kV10,上位系（変千葉66kV10）による 制約
千葉県,133,権現堂,66,6.6以下,2,38,39,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉66kV10,上位系（変千葉66kV10）による 制約
千葉県,134,千種,66,6.6以下,3,57,59,熱容量,19,0,不可,-,有り,-,送47，変12，変千葉66kV10,上位系（変千葉66kV10）による 制約
千葉県,135,北白子,66,6.6以下,3,28,29,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉154kV3 ，送千葉154kV11,上位系（変千葉66kV9）による 制約
千葉県,136,高師,66,6.6以下,3,57,59,熱容量,6,0,不可,-,有り,-,送47，変12，変千葉154kV3 ，送千葉154kV11,上位系（変千葉66kV9）による 制約
千葉県,137,長柄,66,6.6以下,2,28,29,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉154kV3 ，送千葉154kV11,上位系（送千葉66kV81）による 制約
千葉県,138,茂原,66,6.6以下,3,52,54,熱容量,7,0,不可,-,有り,-,送47，変12，変千葉154kV3 ，送千葉154kV11,上位系（送千葉66kV81）による 制約
千葉県,139,椎津,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉66kV12,上位系（送千葉66kV91）による 制約
千葉県,140,長浦,66,6.6以下,3,57,59,熱容量,7,0,不可,-,有り,-,送47，変12，変千葉66kV10,上位系（送千葉66kV92）による 制約
千葉県,141,一宮,66,6.6以下,2,33,34,熱容量,0,0,不可,-,有り,-,送47，変12，変千葉154kV3，送 千葉154kV11，送千葉66kV86,上位系（送千葉66kV86）による 制約
千葉県,142,長南,66,6.6以下,2,38,39,熱容量,7,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11， 送千葉66kV147，送千葉66kV140,上位系（送千葉66kV140）によ る制約
千葉県,143,高滝,66,6.6以下,2,19,19,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11， 送千葉66kV147，送千葉66kV140,上位系（送千葉66kV140）によ る制約
千葉県,144,横田,66,6.6以下,3,47,49,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（変千葉66kV11）による 制約
千葉県,145,木更津,66,6.6以下,3,57,59,熱容量,11,0,不可,-,有り,-,送47，変12，変千葉66kV12,上位系（送千葉66kV91）による 制約
千葉県,146,桜井,66,6.6以下,3,47,49,熱容量,9,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（変千葉66kV11）による 制約
千葉県,147,潮見,66,6.6以下,2,38,39,熱容量,19,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（変千葉66kV11）による 制約
千葉県,148,岬町,66,6.6以下,2,38,39,熱容量,5,0,不可,-,有り,-,送47，変11，変千葉154kV8，変 千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）によ る制約
千葉県,149,大多喜,66,6.6以下,3,52,54,熱容量,2,0,不可,-,有り,-,送47，変11，変千葉154kV8，変千葉66kV11， 送千葉66kV147，送千葉66kV140，送千葉66k V100,上位系（送千葉66kV100）によ る制約
千葉県,150,久留里,66,6.6以下,3,28,29,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（変千葉66kV11）による 制約
千葉県,151,アカデミア,66,6.6以下,1,19,19,熱容量,5,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（送千葉66kV107）によ る制約
千葉県,152,八重原,66,6.6以下,3,57,59,熱容量,11,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（変千葉66kV11）による 制約
千葉県,153,青堀,66,6.6以下,3,52,54,熱容量,3,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（変千葉66kV11）による 制約
千葉県,154,富津,66,6.6以下,1,19,19,熱容量,6,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（変千葉66kV11）による 制約
千葉県,155,佐貫,66,6.6以下,2,19,19,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（送千葉66kV107）によ る制約
千葉県,156,大原,66,6.6以下,1,19,19,熱容量,5,0,不可,-,有り,-,送47，変11，変千葉154kV8，変 千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）によ る制約
千葉県,157,御宿,66,6.6以下,1,19,19,熱容量,6,0,不可,-,有り,-,送47，変11，変千葉154kV8，変 千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）によ る制約
千葉県,158,勝浦,66,6.6以下,2,28,29,熱容量,6,0,不可,-,有り,-,送47，変11，変千葉154kV8，変 千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）によ る制約
千葉県,159,天津,66,6.6以下,2,19,19,熱容量,2,0,不可,-,有り,-,送47，変11，変千葉154kV8，変 千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）によ る制約
千葉県,160,鴨川,66,6.6以下,3,47,49,熱容量,5,0,不可,-,有り,-,送47，変11，変千葉154kV8，変 千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）によ る制約
千葉県,161,天羽,66,6.6以下,2,28,29,熱容量,1,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（送千葉66kV107）によ る制約
千葉県,162,勝山,66,6.6以下,2,19,19,熱容量,4,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（送千葉66kV107）によ る制約
千葉県,163,千倉,66,6.6以下,2,23,24,熱容量,7,0,不可,-,有り,-,送47，変11，変千葉154kV8，変 千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）によ る制約
千葉県,164,富浦,66,6.6以下,2,19,19,熱容量,7,0,不可,-,有り,-,送47，変11，変千葉154kV8 ，変千葉66kV11,上位系（送千葉66kV107）によ る制約
千葉県,165,館山,66,6.6以下,3,42,44,熱容量,9,0,不可,-,有り,-,送47，変11，変千葉154kV8，変 千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）によ る制約
千葉県,166,館山主,66,6.6以下,2,38,22,熱容量,0,0,不可,-,有り,-,送47，変11，変千葉154kV8，変 千葉66kV11，送千葉66kV102,上位系（送千葉66kV102）によ る制約
千葉県,167,潮来,66,6.6以下,3,52,54,熱容量,5,0,不可,-,有り,-,送46，送39，送千葉66kV14,上位系（送千葉66kV14）による 制約
