県名,電圧kV,No,送電線名,電圧,回線数,設備容量MW,運用容量値MW,運用容量制約要因,空容量_当該設備MW,空容量_上位系等考慮MW,N1電制_適用可否,N1電制_適用可能量MW,平常時出力制御の可能性,平常時出力制御_当該設備,平常時出力制御_上位系設備,備考
千葉県,66,5,送電線,66,2,-,-,-,47,0,-,-,有り,-,送52，送50，送45,上位系（送45）による制約
千葉県,66,6,水海道線,66,2,184,104,熱容量,90,0,可,80,有り,-,送52，送50，送45,上位系（送45）による制約
千葉県,66,7,流山線,66,2,294,167,熱容量,147,147,可,127,-,-,-,抑制が必要となる設備には送46 含む
千葉県,66,8,我孫子線,66,2,147,147,熱容量,147,147,可,0,-,-,-,抑制が必要となる設備には送46 含む
千葉県,66,9,田中線,66,2,131,131,熱容量,131,131,可,0,-,-,-,抑制が必要となる設備には送46 含む
千葉県,66,10,増尾線,66,2,372,212,熱容量,181,0,可,160,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,66,11,"東葛高柳線1,2L",66,2,444,254,熱容量,222,222,可,190,-,-,-,抑制が必要となる設備には送46 含む
千葉県,66,13,"東葛高柳線1,2L",66,2,444,254,熱容量,222,222,可,190,-,-,-,抑制が必要となる設備には送46 含む
千葉県,66,14,湖南線12L,66,2,184,104,熱容量,0,0,可,0,有り,対象,送46，送39,抑制が必要となる設備には送47 含む 上位系（送39）による制約
千葉県,66,15,土合線,66,2,236,160,熱容量,32,0,可,54,有り,-,送46，送39,抑制が必要となる設備には送47 含む 上位系（送39）による制約
千葉県,66,16,南波崎線,66,2,236,160,熱容量,88,0,可,76,有り,-,送46，送39,抑制が必要となる設備には送47 含む 上位系（送39）による制約
千葉県,66,17,松岸線,66,2,380,217,熱容量,132,0,可,163,有り,-,送46，送39,抑制が必要となる設備には送47 含む 上位系（送39）による制約
千葉県,66,18,松岸線,66,2,230,130,熱容量,57,0,可,89,有り,-,送46，送39,抑制が必要となる設備には送47 含む 上位系（送39）による制約
千葉県,66,19,犬吠線,66,2,236,160,熱容量,102,0,可,76,有り,-,送46，送39,抑制が必要となる設備には送47 含む 上位系（送39）による制約
千葉県,66,20,網戸線,66,2,102,57,熱容量,0,0,可,4,有り,-,送46，送39,抑制が必要となる設備には送47 含む 上位系（送39）による制約
千葉県,66,21,銚子線,66,2,220,131,熱容量,0,0,可,72,有り,-,送46，送39，送千葉66kV14,抑制が必要となる設備には送47含む 上位系（送千葉66kV14）による制約
千葉県,66,22,佐原線,66,2,132,74,熱容量,0,0,可,0,有り,対象,送46，送39，送千葉66kV14,抑制が必要となる設備には送47含む 上位系（送千葉66kV14）による制約
千葉県,66,23,安食線,66,2,-,-,-,182,0,-,-,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,66,24,安食線,66,2,197,197,熱容量,197,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,66,25,安食線,66,2,444,254,熱容量,222,0,可,190,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,26,送電線,66,2,102,57,熱容量,51,0,可,45,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,27,七栄線3・4L,66,2,444,254,熱容量,206,0,可,190,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,28,寺台線,66,2,444,254,熱容量,209,0,可,190,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,29,七栄線3・4L,66,2,444,254,熱容量,193,0,可,190,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,31,送電線,66,2,182,103,熱容量,66,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,32,印西線,66,2,372,212,熱容量,160,0,可,160,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,33,印西線,66,2,222,222,熱容量,199,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,34,印旛西線,66,2,222,222,熱容量,176,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,35,印西線,66,2,444,254,熱容量,177,0,可,190,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,36,印西線,66,2,444,254,熱容量,178,0,可,190,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,37,二和線,66,2,208,118,熱容量,104,0,可,90,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,38,"高柳沼南線1,2L",66,2,444,254,熱容量,222,0,可,190,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,39,金ヶ作線,66,2,294,167,熱容量,147,0,可,127,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,40,網戸線,66,2,52,52,熱容量,52,0,可,0,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,41,送電線,66,2,102,57,熱容量,51,0,可,45,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,42,松尾線,66,2,132,74,熱容量,5,0,可,58,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,43,芝山線,66,2,444,254,熱容量,181,0,可,190,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,44,八日市場線,66,2,444,254,熱容量,132,0,可,190,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,45,八街線,66,2,294,167,熱容量,147,0,可,127,有り,-,送47，変12，変千葉154kV3,抑制が必要となる設備には送46含む 上位系（送千葉66kV46）による制約
千葉県,154,46,八街線,66,2,132,74,熱容量,0,0,可,52,有り,-,送47，変12，変千葉154kV3,抑制が必要となる設備には送46含む 上位系（送千葉154kV9）による制約
千葉県,154,47,八街線,66,2,294,167,熱容量,33,0,可,127,有り,-,送47，変12，変千葉154kV3,抑制が必要となる設備には送46含む 上位系（送千葉154kV9）による制約
千葉県,154,48,佐倉線,66,2,444,254,熱容量,221,0,可,190,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,49,角来線,66,2,184,103,熱容量,90,0,可,81,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,50,佐倉線,66,2,184,104,熱容量,62,0,可,80,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,51,千葉新線,66,2,197,197,熱容量,197,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,52,八街線,66,2,444,254,熱容量,108,0,可,190,有り,-,送47，変12，変千葉154kV3,抑制が必要となる設備には送46含む 上位系（送千葉154kV9）による制約
千葉県,154,53,千葉大網線(東千葉外房線34L),66,2,444,254,熱容量,133,0,可,144,有り,-,送47，変12，変千葉154kV3,抑制が必要となる設備には送46含む 上位系（送千葉154kV9）による制約
千葉県,154,54,千葉大網線(東千葉外房線34L),66,2,444,254,熱容量,159,0,可,31,有り,-,送47，変12，変千葉154kV3,抑制が必要となる設備には送46含む 上位系（送千葉154kV9）による制約
千葉県,154,55,鎌取線,66,2,132,74,熱容量,48,0,可,58,有り,-,送47，変12，変千葉154kV3,抑制が必要となる設備には送46含む 上位系（送千葉154kV9）による制約
千葉県,154,56,村田川線,66,2,184,104,熱容量,92,0,可,80,有り,-,送47，送36，送33,抑制が必要となる設備には送46含む 上位系（送千葉66kV72）による制約
千葉県,154,57,生浜線,66,2,186,186,熱容量,186,0,可,0,有り,-,送47，送36，送33,抑制が必要となる設備には送46 含む 上位系（送33）による制約
千葉県,154,58,検見川線,66,2,294,167,熱容量,147,0,可,127,有り,-,送47，送143,抑制が必要となる設備には送46 含む 上位系（送143）による制約
千葉県,154,59,吉橋線,66,2,66,66,熱容量,66,0,可,0,有り,-,送47，変12，変千葉154kV3,抑制が必要となる設備には送46含む 上位系（送千葉154kV9）による制約
千葉県,154,60,習志野線,66,2,91,91,熱容量,91,0,可,0,有り,-,送47，送143,抑制が必要となる設備には送46 含む 上位系（送143）による制約
千葉県,154,61,船橋線,66,2,94,94,熱容量,94,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,62,藤崎線,66,2,168,94,熱容量,84,0,可,74,有り,-,送47，送143,抑制が必要となる設備には送46 含む 上位系（送143）による制約
千葉県,154,63,船橋線,66,2,83,83,熱容量,83,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,64,京葉港線,66,2,208,118,熱容量,104,0,可,90,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,65,市川千鳥線,66,2,118,118,熱容量,118,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,66,送電線,66,2,106,69,熱容量,53,0,可,37,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,67,市川千鳥線,66,2,118,118,熱容量,114,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,68,市川千鳥線,66,2,75,75,熱容量,75,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,69,市船線,66,2,206,116,熱容量,103,0,可,90,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,70,市川千鳥線,66,2,118,118,熱容量,118,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,71,花総線,66,2,168,94,熱容量,84,0,可,74,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,72,村田川線,66,2,184,104,熱容量,0,0,可,20,有り,-,送47，送36，送33,抑制が必要となる設備には送46 含む 上位系（送33）による制約
千葉県,154,73,蘇我線,66,2,184,104,熱容量,0,0,可,33,有り,-,送47，送36，送33,抑制が必要となる設備には送46 含む 上位系（送33）による制約
千葉県,154,74,蘇我線,66,2,184,104,熱容量,0,0,可,30,有り,-,送47，送36，送33,抑制が必要となる設備には送46含む 上位系（送千葉66kV73）による制約
千葉県,154,76,八幡環線,66,2,115,115,熱容量,19,0,可,0,有り,-,送47，送36，送33,抑制が必要となる設備には送46含む 上位系（送千葉66kV74）による制約
千葉県,154,77,五井環線,66,2,91,91,熱容量,51,0,可,4,有り,-,送47，送36，送33,抑制が必要となる設備には送46含む 上位系（送千葉66kV74）による制約
千葉県,154,78,東金線,66,2,372,212,熱容量,93,0,可,142,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV9）による制約
千葉県,154,79,北白子線,66,2,132,74,熱容量,9,0,可,0,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV9）による制約
千葉県,154,80,東金線,66,2,444,254,熱容量,134,0,可,159,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV9）による制約
千葉県,154,81,茂原線,66,2,444,254,熱容量,0,0,可,125,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV9）による制約
千葉県,154,82,長柄線,66,2,132,74,熱容量,27,0,可,58,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（送千葉66kV81）による制約
千葉県,154,83,茂原線,66,2,294,167,熱容量,9,0,可,127,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（送千葉66kV81）による制約
千葉県,154,84,高師線,66,2,100,66,熱容量,31,0,可,34,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV9）による制約
千葉県,154,85,茂原線,66,2,294,167,熱容量,9,0,可,127,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（送千葉66kV81）による制約
千葉県,154,86,岬町線,66,2,59,59,熱容量,0,0,可,0,有り,対象,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（送千葉66kV81）による制約
千葉県,154,87,青柳環線,66,2,236,133,熱容量,26,0,可,21,有り,-,送47，変12，変千葉66kV12,抑制が必要となる設備には送46含む 上位系（変千葉66kV12）による制約
千葉県,154,88,木更津線,66,2,184,104,熱容量,0,0,可,30,有り,-,送47，変12，変千葉66kV12,抑制が必要となる設備には送46含む 上位系（変千葉66kV12）による制約
千葉県,154,89,姉原線,66,2,184,104,熱容量,51,0,可,80,有り,-,送47，変12，変千葉66kV10,抑制が必要となる設備には送46含む 上位系（変千葉66kV10）による制約
千葉県,154,90,姉原線,66,2,184,104,熱容量,55,0,可,80,有り,-,送47，変12，変千葉66kV10,抑制が必要となる設備には送46含む 上位系（変千葉66kV10）による制約
千葉県,154,91,木更津線,66,2,184,104,熱容量,0,0,可,79,有り,-,送47，変12，変千葉66kV12,抑制が必要となる設備には送46含む 上位 系（送千葉66kV138）による制約
千葉県,154,92,蔵波線,66,2,236,160,熱容量,0,0,可,4,有り,-,送47，変12，変千葉66kV10,抑制が必要となる設備には送46含む 上位系（変千葉66kV10）による制約
千葉県,154,93,木内線,66,2,132,74,熱容量,52,0,可,58,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,94,横田線,66,2,294,167,熱容量,49,0,可,21,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,95,横田線,66,2,221,221,熱容量,74,0,可,0,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,96,高滝線,66,2,294,167,熱容量,89,0,可,118,有り,-,送47，変11，変千葉154kV8，変千葉66k V11，送千葉66kV147，送千葉66kV140,抑制が必要となる設備には送46含む 上位 系（送千葉66kV140）による制約
千葉県,154,97,高滝線,66,2,-,-,-,99,0,-,-,有り,-,送47，変11，変千葉154kV8，変千葉66k V11，送千葉66kV147，送千葉66kV140,抑制が必要となる設備には送46含む 上位 系（送千葉66kV140）による制約
千葉県,154,98,高滝線,66,2,102,57,熱容量,22,0,可,45,有り,-,送47，変11，変千葉154kV8，変千葉66k V11，送千葉66kV147，送千葉66kV140,抑制が必要となる設備には送46含む 上位 系（送千葉66kV140）による制約
千葉県,154,99,長南線,66,2,58,58,熱容量,39,0,可,0,有り,-,送47，変11，変千葉154kV8，変千葉66k V11，送千葉66kV147，送千葉66kV140,抑制が必要となる設備には送46含む 上位 系（送千葉66kV140）による制約
千葉県,154,100,夷隅線,66,2,92,92,熱容量,0,0,可,0,有り,対象,送47，変11，変千葉154kV8，変千葉66k V11，送千葉66kV147，送千葉66kV140,抑制が必要となる設備には送46含む 上位 系（送千葉66kV140）による制約
千葉県,154,101,外房線,66,2,380,217,熱容量,65,0,可,121,有り,-,送47，変11，変千葉154kV8，変千 葉66kV11，送千葉66kV102,抑制が必要となる設備には送46含む 上位 系（送千葉66kV102）による制約
千葉県,154,102,上総線,66,2,186,186,熱容量,0,0,可,0,有り,対象,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,103,上総線,66,2,380,217,熱容量,130,0,可,163,有り,-,送47，変11，変千葉154kV8，変千 葉66kV11，送千葉66kV102,抑制が必要となる設備には送46含む 上位 系（送千葉66kV102）による制約
千葉県,154,104,南房線,66,2,198,107,熱容量,92,0,可,91,有り,-,送47，変11，変千葉154kV8，変千 葉66kV11，送千葉66kV102,抑制が必要となる設備には送46含む 上位 系（送千葉66kV102）による制約
千葉県,154,105,内房線,66,2,138,92,熱容量,59,0,可,46,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位 系（送千葉66kV107）による制約
千葉県,154,106,富浦線,66,2,106,69,熱容量,49,0,可,37,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位 系（送千葉66kV107）による制約
千葉県,154,107,内房線,66,2,132,74,熱容量,0,0,可,14,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,108,内房線,66,2,230,130,熱容量,33,0,可,68,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,109,木内線,66,2,197,197,熱容量,183,0,可,0,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,111,潮見線,66,2,138,92,熱容量,58,0,可,19,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,112,送電線,66,2,-,-,-,105,0,-,-,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,◇ 抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,113,出口線,66,2,372,212,熱容量,168,0,可,160,有り,-,送52，送50，送45,上位系（送45）による制約
千葉県,154,114,東葛高柳線3・4L,66,2,444,254,熱容量,222,0,可,190,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,115,"東葛高柳線3,4L",66,2,372,203,熱容量,186,0,可,169,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,116,"湖南線3,4L",66,2,184,104,熱容量,0,0,可,0,有り,対象,送46，送39,抑制が必要となる設備には送47 含む 上位系（送39）による制約
千葉県,154,117,銚子線,66,2,115,115,熱容量,101,0,可,0,有り,-,送46，送39，送千葉66kV14,抑制が必要となる設備には送47含む 上位系（送千葉66kV21）による制約
千葉県,154,118,佐原線,66,2,66,66,熱容量,66,0,可,0,有り,-,送46，送39，送千葉66kV14， 送千葉66kV22,抑制が必要となる設備には送47含む 上位系（送千葉66kV22）による制約
千葉県,154,119,寺台線,66,2,444,254,熱容量,209,0,可,190,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,120,七栄線1・2L,66,2,400,230,熱容量,183,0,可,170,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,122,"高柳沼南線3,4L",66,2,444,254,熱容量,187,0,可,190,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,123,松尾線,66,2,130,130,熱容量,6,0,可,0,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,124,松尾線,66,2,130,130,熱容量,69,0,可,0,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,125,松尾線,66,2,444,254,熱容量,161,0,可,180,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,126,八日市場線,66,2,444,254,熱容量,92,0,可,190,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,127,佐倉線,66,2,189,189,熱容量,188,0,可,0,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,128,千葉新線,66,2,444,254,熱容量,220,0,可,190,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,130,八千代台線,66,2,394,221,熱容量,197,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,131,千葉線,66,2,292,167,熱容量,142,0,可,125,有り,-,送47，送143,抑制が必要となる設備には送46 含む 上位系（送143）による制約
千葉県,154,132,幕張線,66,2,230,156,熱容量,115,0,可,74,有り,-,送47，送143,抑制が必要となる設備には送46 含む 上位系（送143）による制約
千葉県,154,133,藤崎線,66,2,166,93,熱容量,83,0,可,73,有り,-,送47，送143,抑制が必要となる設備には送46 含む 上位系（送143）による制約
千葉県,154,134,市船線,66,2,-,-,-,108,0,-,-,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,135,村田川線,66,2,372,212,熱容量,0,0,可,0,有り,対象,送47，送36，送33,抑制が必要となる設備には送46含む 上位系（送千葉66kV72）による制約
千葉県,154,136,高師線,66,2,294,167,熱容量,128,0,可,127,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV9）による制約
千葉県,154,137,姉原線,66,2,190,127,熱容量,58,0,可,63,有り,-,送47，変12，変千葉66kV10,抑制が必要となる設備には送46含む 上位系（変千葉66kV10）による制約
千葉県,154,138,木更津線,66,2,184,104,熱容量,0,0,可,74,有り,-,送47，変12，変千葉66kV12,抑制が必要となる設備には送46含む 上位系（送千葉66kV88）による制約
千葉県,154,139,木更津線,66,2,184,104,熱容量,64,0,可,80,有り,-,送47，変12，変千葉66kV12,抑制が必要となる設備には送46含む 上位系（送千葉66kV91）による制約
千葉県,154,140,夷隅線,66,2,184,104,熱容量,0,0,可,0,有り,対象,送47，変11，変千葉154kV8，変千 葉66kV11，送千葉66kV147,抑制が必要となる設備には送46含む 上位 系（送千葉66kV147）による制約
千葉県,154,141,久留里線,66,2,-,-,-,145,0,-,-,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,142,木内線,66,2,372,212,熱容量,99,0,可,160,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,143,送電線,66,2,-,-,-,105,0,-,-,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,◇ 抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,144,潮見線,66,2,380,217,熱容量,171,0,可,163,有り,-,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,145,西成田線,66,2,444,254,熱容量,211,0,可,190,有り,-,送47，送36,抑制が必要となる設備には送46 含む 上位系（送36）による制約
千葉県,154,146,長作線,66,2,236,160,熱容量,118,0,可,76,有り,-,送47，送143,抑制が必要となる設備には送46 含む 上位系（送143）による制約
千葉県,154,147,夷隅線,66,2,92,92,熱容量,0,0,可,0,有り,対象,送47，変11，変千葉154kV8， 変千葉66kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV11）による制約
千葉県,154,148,阿蘇線,66,2,53,53,熱容量,53,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,149,千葉新線,66,2,52,52,熱容量,52,0,可,0,有り,-,送47,抑制が必要となる設備には送46 含む 上位系（送47）による制約
千葉県,154,150,黒砂線,66,2,40,40,熱容量,40,0,可,0,有り,-,送47，送143,抑制が必要となる設備には送46 含む 上位系（送143）による制約
千葉県,154,151,九十九里線,66,2,66,66,熱容量,36,0,可,0,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,抑制が必要となる設備には送46含む 上位系（変千葉66kV9）による制約
千葉県,154,152,滝台線,66,2,147,147,熱容量,81,0,可,0,有り,-,送47，変12，変千葉154kV3,抑制が必要となる設備には送46含む 上位系（送千葉154kV9）による制約
千葉県,154,153,大木戸線,66,2,147,147,熱容量,128,0,可,0,有り,-,送47，変12，変千葉154kV3， 送千葉154kV11,上位系（送千葉66kV81）による制 約
千葉県,154,1,送電線,22,1,10,10,熱容量,6,0,不可 ♯２,-,有り,-,送46，送39，送千葉66kV14,抑制が必要となる設備には送47含む 上位系（送千葉66kV21）による制約
千葉県,154,2,送電線,22,1,10,10,熱容量,0,0,不可 ♯２,-,有り,-,送46，送39，送千葉66kV14,抑制が必要となる設備には送47含む 上位系（送千葉66kV21）による制約
千葉県,154,3,西岬特配線,22,1,10,10,熱容量,4,0,不可 ♯２,-,有り,-,送47，変11，変千葉154kV8，変千 葉66kV11，送千葉66kV102,抑制が必要となる設備には送46含む 上位 系（送千葉66kV102）による制約
千葉県,154,4,神戸特配線,22,1,10,10,熱容量,6,0,不可 ♯２,-,有り,-,送47，変11，変千葉154kV8，変千 葉66kV11，送千葉66kV102,抑制が必要となる設備には送46含む 上位 系（送千葉66kV102）による制約
